,cas_rides_in,cas_rides_out,hour,station,sub_rides_in,sub_rides_out,weekday
17524,1,0,16,31044.0,1,2,0
17525,0,0,14,31303.0,0,6,4
17526,0,0,2,31104.0,3,1,4
17527,1,1,13,31214.0,12,17,2
17528,0,0,7,31405.0,0,3,0
17529,0,0,8,31254.0,50,5,4
17530,2,2,12,31265.0,10,7,6
17531,0,0,21,31042.0,0,1,4
17532,0,0,15,31513.0,1,2,1
17533,0,1,10,31052.0,0,1,4
17534,0,0,21,31024.0,6,4,1
17535,2,1,12,31015.0,2,5,3
17536,1,1,14,31003.0,2,6,4
17537,1,2,15,31221.0,12,18,0
17538,2,1,13,31602.0,7,12,4
17539,0,1,9,31056.0,0,1,5
17540,2,0,19,31304.0,3,5,0
17541,0,0,13,31627.0,6,7,2
17542,1,1,16,31508.0,3,13,4
17543,2,2,16,31312.0,8,2,1
17544,2,2,11,31233.0,10,8,3
17545,0,0,12,31209.0,2,5,1
17546,0,0,3,31212.0,0,1,0
17547,0,0,1,31104.0,2,6,4
17548,0,1,18,31029.0,1,1,5
17549,0,0,10,31027.0,0,1,3
17550,0,0,10,31007.0,3,1,0
17551,15,18,19,31247.0,5,5,6
17552,0,2,18,31302.0,4,4,6
17553,0,0,8,31037.0,9,7,1
17554,0,1,21,31253.0,1,2,0
17555,0,1,7,31304.0,3,12,2
17556,0,1,5,31266.0,0,2,0
17557,5,2,15,31260.0,3,6,4
17558,0,2,14,31105.0,11,15,4
17559,0,0,6,31402.0,0,1,1
17560,1,1,0,31232.0,6,13,6
17561,0,0,19,31606.0,12,7,4
17562,0,1,9,31206.0,9,2,4
17563,1,0,6,31602.0,3,7,0
17564,0,0,5,31610.0,0,2,1
17565,2,1,14,31257.0,10,14,0
17566,0,1,14,31107.0,5,3,1
17567,1,0,20,31118.0,3,2,0
17568,0,0,20,31407.0,1,1,2
17569,2,4,15,31605.0,10,10,3
17570,0,0,5,31613.0,8,2,2
17571,1,4,12,31254.0,10,15,3
17572,0,0,12,31121.0,0,1,4
17573,0,0,17,31301.0,3,17,0
17574,26,6,9,31258.0,5,6,5
17575,1,0,16,31116.0,20,11,3
17576,1,0,21,31628.0,5,1,6
17577,1,2,23,31256.0,0,6,3
17578,0,0,13,31629.0,0,3,3
17579,3,6,14,31264.0,6,8,1
17580,0,1,13,31310.0,1,2,5
17581,0,0,15,31109.0,6,5,1
17582,3,4,20,31600.0,26,17,6
17583,0,1,14,31009.0,1,2,5
17584,0,1,22,31509.0,4,4,5
17585,0,0,22,31403.0,2,1,0
17586,0,0,12,31013.0,1,1,2
17587,1,0,9,31007.0,8,11,0
17588,0,0,6,31707.0,1,4,2
17589,0,1,13,31223.0,5,5,2
17590,0,1,20,31509.0,12,3,2
17591,0,0,12,31025.0,3,1,6
17592,0,3,8,31245.0,12,40,4
17593,0,1,18,31607.0,13,15,4
17594,0,0,20,31512.0,0,1,3
17595,1,0,21,31239.0,3,16,2
17596,0,0,20,31626.0,13,3,1
17597,0,1,14,31022.0,1,3,0
17598,1,0,10,31631.0,0,1,3
17599,0,1,10,31047.0,0,4,4
17600,0,0,21,31019.0,1,1,1
17601,0,0,12,31064.0,1,2,3
17602,0,0,15,31226.0,4,5,0
17603,0,1,12,31616.0,5,8,2
17604,0,4,13,31263.0,5,5,0
17605,1,0,9,31051.0,0,2,5
17606,0,0,13,31632.0,0,2,2
17607,0,0,16,31305.0,6,7,1
17608,1,0,11,31224.0,14,7,3
17609,2,3,12,31230.0,14,12,1
17610,0,6,18,31204.0,10,26,0
17611,1,1,18,31038.0,0,1,5
17612,0,0,13,32008.0,0,2,5
17613,0,0,14,31629.0,2,4,0
17614,3,0,21,31206.0,0,1,6
17615,0,0,21,31630.0,6,1,1
17616,0,0,14,31632.0,2,2,2
17617,0,0,0,31201.0,4,1,1
17618,0,1,10,31614.0,7,4,5
17619,2,4,19,31256.0,5,10,6
17620,0,0,9,31405.0,0,4,3
17621,0,0,0,31252.0,0,1,2
17622,1,6,21,31246.0,5,15,0
17623,2,0,15,31616.0,12,3,2
17624,0,0,22,31104.0,18,21,2
17625,1,3,14,31224.0,12,8,4
17626,0,0,16,31102.0,9,9,4
17627,2,1,19,31615.0,21,14,4
17628,0,2,14,31002.0,1,1,0
17629,2,2,21,31237.0,6,12,4
17630,6,6,13,31100.0,3,3,6
17631,1,0,23,31119.0,3,1,5
17632,0,2,13,31619.0,10,8,0
17633,0,1,20,31109.0,16,11,0
17634,0,1,0,31234.0,0,5,1
17635,2,2,10,31203.0,25,16,5
17636,0,0,5,31626.0,0,2,2
17637,0,0,6,31238.0,10,4,4
17638,0,0,6,31214.0,7,29,2
17639,1,0,22,31105.0,6,10,5
17640,0,0,7,31211.0,1,1,1
17641,0,0,8,32028.0,0,1,2
17642,0,3,9,31245.0,7,19,5
17643,0,0,6,31055.0,0,2,2
17644,1,3,13,31505.0,13,3,6
17645,0,0,11,31607.0,1,5,0
17646,1,2,20,31116.0,27,20,3
17647,7,1,13,31620.0,13,10,3
17648,0,0,13,31008.0,0,1,0
17649,1,2,20,31262.0,4,7,1
17650,1,0,15,31116.0,11,14,1
17651,4,3,23,31204.0,4,1,4
17652,0,0,6,31205.0,3,1,4
17653,1,1,12,31020.0,1,1,2
17654,1,0,15,31508.0,3,3,4
17655,1,0,16,31026.0,2,2,0
17656,14,5,20,31200.0,43,15,5
17657,0,0,14,31401.0,1,4,4
17658,8,3,13,31228.0,14,15,2
17659,0,0,8,31236.0,18,6,4
17660,0,0,11,31636.0,0,1,3
17661,2,1,18,31614.0,30,11,4
17662,0,1,12,31251.0,11,6,6
17663,2,2,20,31619.0,19,9,1
17664,2,2,10,31620.0,10,4,3
17665,1,0,20,31022.0,2,6,6
17666,1,0,21,31010.0,5,2,1
17667,0,0,23,31035.0,1,1,0
17668,2,0,22,31215.0,2,7,3
17669,0,0,12,31627.0,4,3,2
17670,0,0,9,31104.0,5,10,1
17671,2,4,19,31235.0,4,12,3
17672,0,0,0,31110.0,4,3,4
17673,0,0,22,31508.0,6,1,2
17674,2,1,9,31042.0,5,3,5
17675,0,0,16,31302.0,7,1,1
17676,1,2,18,31505.0,16,3,3
17677,12,4,11,31219.0,4,6,3
17678,0,0,12,31111.0,5,2,1
17679,0,0,18,31047.0,0,2,5
17680,0,0,19,31060.0,1,1,2
17681,0,1,10,31009.0,5,1,3
17682,2,0,16,31604.0,16,16,5
17683,1,0,20,31505.0,8,3,0
17684,6,4,14,31623.0,22,24,2
17685,0,0,0,31230.0,0,1,1
17686,1,1,10,31607.0,6,9,5
17687,1,0,22,31619.0,16,5,4
17688,13,17,19,31249.0,5,3,6
17689,0,0,3,31238.0,0,1,5
17690,0,0,21,31239.0,7,12,0
17691,0,0,15,31625.0,5,2,2
17692,1,1,15,31251.0,7,8,4
17693,17,13,14,31219.0,3,4,4
17694,1,0,16,31045.0,0,2,4
17695,2,2,19,31620.0,14,12,4
17696,0,0,9,31120.0,0,2,4
17697,4,4,14,31106.0,6,18,6
17698,1,7,21,31246.0,4,10,4
17699,0,0,18,31112.0,3,2,2
17700,2,0,23,31110.0,3,5,5
17701,0,0,20,31631.0,5,6,4
17702,0,0,20,31100.0,3,8,0
17703,0,0,2,31308.0,1,2,6
17704,0,0,5,31619.0,0,3,2
17705,9,3,12,31232.0,21,12,3
17706,2,4,22,31114.0,5,7,5
17707,0,0,10,31406.0,0,6,6
17708,0,0,12,31119.0,0,4,4
17709,0,5,9,31236.0,6,3,5
17710,0,0,19,31001.0,2,3,4
17711,1,0,11,31003.0,0,1,4
17712,0,0,21,31107.0,22,16,3
17713,0,0,7,31023.0,1,3,0
17714,0,0,8,31120.0,0,5,4
17715,1,2,11,31612.0,6,3,0
17716,1,0,5,31308.0,0,1,3
17717,0,1,13,31017.0,6,3,0
17718,0,0,20,31255.0,10,9,1
17719,0,1,23,31213.0,1,2,4
17720,0,0,8,31609.0,2,9,0
17721,1,0,6,31212.0,7,1,4
17722,0,0,5,31503.0,1,1,4
17723,0,0,19,31306.0,4,3,2
17724,0,0,2,31625.0,0,1,2
17725,0,0,15,31501.0,1,2,4
17726,0,0,16,31033.0,2,2,0
17727,1,0,20,31209.0,1,1,5
17728,0,0,2,31205.0,1,1,4
17729,1,1,13,31237.0,17,6,2
17730,0,0,11,31631.0,0,1,3
17731,1,0,21,31308.0,0,1,5
17732,0,2,11,31001.0,0,1,0
17733,77,74,12,31258.0,19,13,6
17734,0,0,14,31032.0,1,1,0
17735,0,0,0,31268.0,6,4,4
17736,0,0,15,31606.0,7,6,1
17737,2,1,20,31009.0,0,1,6
17738,0,1,14,31003.0,1,2,2
17739,1,1,22,31220.0,2,4,3
17740,0,0,9,31115.0,0,6,1
17741,2,2,19,31242.0,5,15,3
17742,0,0,0,31117.0,1,4,4
17743,29,27,13,31258.0,4,1,0
17744,0,0,9,31029.0,0,5,5
17745,0,0,1,31312.0,1,1,5
17746,0,0,12,31116.0,3,10,1
17747,1,0,18,31012.0,1,2,4
17748,0,2,18,31048.0,2,2,5
17749,4,1,21,31205.0,2,6,6
17750,14,12,16,31613.0,27,28,5
17751,0,0,21,31608.0,5,8,1
17752,0,0,12,31012.0,0,1,4
17753,3,5,15,31227.0,7,6,3
17754,0,1,0,31223.0,2,2,1
17755,1,2,18,31270.0,6,8,1
17756,2,1,23,31256.0,1,9,5
17757,0,0,12,31251.0,5,11,4
17758,0,0,5,31109.0,0,1,6
17759,0,0,22,31102.0,18,18,2
17760,3,4,16,31610.0,21,27,6
17761,0,1,16,31052.0,3,2,4
17762,0,3,17,31306.0,14,6,2
17763,0,0,19,31629.0,3,3,4
17764,0,1,9,31113.0,3,10,4
17765,1,2,14,31113.0,7,4,6
17766,0,0,15,32006.0,2,1,5
17767,0,0,12,31627.0,1,6,0
17768,0,0,4,31101.0,1,2,3
17769,0,0,21,31255.0,6,5,4
17770,2,3,18,31111.0,42,23,2
17771,0,1,19,31304.0,2,3,5
17772,1,0,20,31622.0,6,8,4
17773,2,1,9,31312.0,5,7,0
17774,1,1,14,31265.0,2,3,2
17775,1,2,8,31605.0,27,25,1
17776,0,2,11,31400.0,7,18,5
17777,1,0,0,31307.0,0,2,4
17778,3,0,16,31109.0,12,12,5
17779,0,0,14,31306.0,1,3,3
17780,0,0,19,31022.0,2,3,4
17781,1,1,21,31114.0,16,12,3
17782,1,0,12,31206.0,6,6,0
17783,0,0,7,31012.0,4,1,0
17784,0,1,8,31119.0,3,13,4
17785,2,3,13,31503.0,17,20,6
17786,0,3,23,31264.0,1,4,5
17787,1,1,20,31017.0,3,4,4
17788,2,1,20,31244.0,16,5,1
17789,0,2,15,31202.0,16,7,1
17790,0,0,23,31226.0,0,4,4
17791,1,1,8,31600.0,13,33,0
17792,0,2,14,31052.0,0,1,5
17793,0,0,12,31038.0,2,1,2
17794,0,0,6,31631.0,1,3,2
17795,0,0,17,31402.0,0,3,6
17796,0,0,16,31008.0,5,1,0
17797,13,12,20,31222.0,2,3,5
17798,0,0,2,31212.0,0,2,4
17799,0,0,13,31250.0,6,7,2
17800,1,1,20,31614.0,14,9,2
17801,0,1,11,31622.0,1,6,3
17802,3,5,11,31014.0,3,6,0
17803,6,1,19,31110.0,25,30,5
17804,1,0,12,31245.0,18,20,6
17805,2,1,7,31116.0,8,44,1
17806,3,4,15,31613.0,15,27,1
17807,1,0,0,31602.0,2,4,0
17808,0,3,12,31043.0,0,1,3
17809,4,2,10,31605.0,8,6,2
17810,4,2,22,31229.0,23,18,3
17811,0,1,22,31603.0,8,4,0
17812,0,0,22,31067.0,0,1,0
17813,0,1,19,31253.0,3,12,3
17814,0,0,13,31111.0,11,4,1
17815,0,0,9,31020.0,5,4,5
17816,0,1,11,31205.0,8,6,3
17817,0,0,15,31402.0,0,4,5
17818,1,1,18,31057.0,0,1,5
17819,1,0,21,31619.0,14,6,4
17820,0,0,7,31407.0,2,2,0
17821,0,0,21,31603.0,19,11,1
17822,16,24,20,31258.0,4,6,4
17823,6,5,15,31218.0,15,15,3
17824,3,0,19,31267.0,3,6,6
17825,0,0,6,31801.0,1,1,1
17826,43,52,12,31258.0,8,4,4
17827,0,2,17,31622.0,15,11,6
17828,0,1,14,31205.0,8,11,4
17829,0,2,16,31507.0,0,11,3
17830,2,1,8,31269.0,6,2,6
17831,0,0,18,31040.0,6,4,3
17832,0,0,4,31223.0,1,1,1
17833,4,6,9,31106.0,6,29,4
17834,0,0,15,32013.0,0,1,5
17835,0,0,14,31301.0,1,6,0
17836,0,0,18,32019.0,0,1,0
17837,0,0,19,31000.0,1,1,6
17838,1,1,12,31026.0,2,3,6
17839,11,11,17,31238.0,8,5,5
17840,0,0,2,31305.0,0,1,6
17841,4,6,17,31257.0,43,36,0
17842,0,0,6,31012.0,1,1,2
17843,0,0,23,31632.0,0,1,0
17844,0,0,1,31005.0,0,1,5
17845,2,1,12,31213.0,13,15,0
17846,0,0,7,31037.0,3,2,0
17847,0,4,8,31110.0,37,54,4
17848,0,0,7,31244.0,1,1,5
17849,1,0,20,31008.0,5,4,4
17850,0,1,13,31266.0,9,7,5
17851,3,1,16,31600.0,28,12,0
17852,0,0,11,31300.0,1,3,2
17853,6,3,8,31258.0,2,5,3
17854,0,1,0,31401.0,3,1,3
17855,1,2,20,31262.0,1,4,0
17856,0,0,7,31218.0,30,19,4
17857,0,0,11,32010.0,0,1,3
17858,1,3,9,31603.0,6,5,6
17859,6,8,20,31231.0,1,1,5
17860,1,2,19,31224.0,12,17,0
17861,0,0,16,31012.0,1,10,2
17862,0,0,11,31601.0,1,4,3
17863,0,0,11,31023.0,1,1,0
17864,1,0,19,31117.0,3,8,5
17865,0,0,13,31617.0,3,3,5
17866,0,1,7,31116.0,1,3,5
17867,0,0,7,31634.0,2,1,2
17868,35,26,16,31222.0,6,16,5
17869,0,0,20,31027.0,0,1,6
17870,0,1,10,31612.0,0,4,2
17871,1,1,11,31250.0,6,5,1
17872,2,0,22,31106.0,9,8,3
17873,0,1,13,31503.0,9,11,4
17874,0,2,8,31622.0,5,8,5
17875,4,1,21,31233.0,2,3,6
17876,4,3,19,31260.0,0,6,3
17877,0,0,13,31118.0,1,2,1
17878,2,3,17,31048.0,10,8,0
17879,0,2,9,31015.0,8,2,5
17880,5,2,19,31238.0,10,17,4
17881,1,0,18,31030.0,12,4,4
17882,2,1,22,31015.0,1,2,6
17883,1,2,11,31102.0,2,6,2
17884,7,6,21,31200.0,19,28,6
17885,2,2,0,31614.0,6,6,5
17886,6,5,13,31242.0,10,11,0
17887,2,2,15,31205.0,12,10,3
17888,0,0,0,31109.0,4,1,1
17889,0,1,18,31304.0,14,4,1
17890,4,3,12,31233.0,20,11,4
17891,0,1,9,31626.0,5,18,5
17892,0,0,23,31227.0,0,2,0
17893,2,0,16,31010.0,4,1,4
17894,0,0,18,31049.0,0,2,3
17895,0,0,1,31506.0,2,1,1
17896,0,0,14,31308.0,2,4,0
17897,1,0,12,31013.0,4,1,6
17898,17,8,17,31241.0,18,23,5
17899,1,2,10,31039.0,3,3,5
17900,0,0,8,31227.0,55,4,0
17901,0,0,6,31208.0,20,2,2
17902,0,2,7,31618.0,7,24,2
17903,3,0,7,31213.0,52,10,1
17904,0,0,9,31402.0,0,9,1
17905,0,0,6,31100.0,4,3,1
17906,4,4,17,31007.0,2,2,6
17907,0,0,19,31036.0,4,1,4
17908,0,1,12,31220.0,6,7,0
17909,0,0,5,31116.0,5,1,1
17910,0,0,8,31101.0,18,63,4
17911,0,2,23,31310.0,1,1,5
17912,13,13,13,31261.0,3,3,5
17913,4,1,15,31216.0,3,4,1
17914,0,0,0,31213.0,0,3,0
17915,0,0,9,31614.0,5,6,2
17916,2,7,14,31102.0,13,26,5
17917,0,1,8,31251.0,39,29,3
17918,0,1,22,31606.0,9,7,3
17919,1,0,7,31227.0,15,2,4
17920,1,0,9,31608.0,7,1,6
17921,3,1,20,31108.0,13,9,5
17922,4,1,19,31217.0,2,11,0
17923,3,3,16,31007.0,13,8,2
17924,4,7,12,31246.0,13,6,1
17925,0,0,11,31028.0,0,2,0
17926,0,1,14,31400.0,10,19,6
17927,0,3,21,31312.0,8,6,2
17928,0,0,17,31005.0,7,5,3
17929,24,20,16,31231.0,3,3,5
17930,2,9,11,31241.0,17,15,1
17931,1,0,22,31115.0,9,6,3
17932,3,5,21,31254.0,1,5,6
17933,3,1,17,31041.0,0,1,0
17934,20,16,19,31247.0,5,3,4
17935,46,40,16,31258.0,4,8,1
17936,2,1,21,31108.0,10,7,5
17937,1,0,18,31033.0,2,5,4
17938,3,1,10,31271.0,2,2,4
17939,0,0,7,31613.0,64,20,1
17940,5,3,20,31240.0,1,1,4
17941,0,0,0,31312.0,0,1,2
17942,1,1,0,31105.0,5,5,3
17943,13,13,12,31240.0,3,3,4
17944,7,1,9,31613.0,27,16,5
17945,2,3,17,31621.0,2,1,6
17946,0,1,23,31216.0,0,1,0
17947,0,1,16,31017.0,2,14,4
17948,0,0,16,31311.0,0,1,0
17949,0,1,8,31255.0,2,2,6
17950,0,1,1,31610.0,0,1,6
17951,0,0,4,31229.0,0,1,0
17952,0,1,7,31507.0,0,1,6
17953,39,65,17,31248.0,9,14,5
17954,1,2,10,31024.0,3,6,5
17955,1,0,8,31218.0,38,23,0
17956,0,0,8,31504.0,1,12,1
17957,9,20,17,31243.0,13,21,0
17958,0,1,11,31609.0,6,3,4
17959,0,0,6,31026.0,0,3,2
17960,2,0,16,31008.0,3,2,1
17961,1,0,21,31207.0,5,2,3
17962,6,3,20,31600.0,15,14,5
17963,0,0,7,31051.0,0,5,0
17964,0,0,5,31111.0,1,4,1
17965,1,0,13,31703.0,1,1,3
17966,0,0,23,31301.0,0,1,5
17967,3,3,13,31252.0,4,6,5
17968,7,7,15,31231.0,3,15,1
17969,1,0,8,31509.0,0,20,0
17970,0,2,8,31244.0,38,25,3
17971,0,0,22,31615.0,5,4,3
17972,1,2,12,31003.0,1,1,2
17973,3,1,20,31251.0,12,11,0
17974,0,1,11,31002.0,2,3,4
17975,2,1,7,31200.0,69,29,4
17976,1,0,20,31117.0,9,9,5
17977,0,2,19,31214.0,49,29,0
17978,0,0,18,31802.0,1,1,5
17979,1,1,12,31255.0,8,9,1
17980,0,0,11,31037.0,6,5,0
17981,9,10,19,31203.0,31,15,5
17982,0,0,9,32037.0,0,1,0
17983,0,1,21,31305.0,4,10,2
17984,1,0,20,31266.0,13,7,3
17985,6,9,16,31108.0,28,10,5
17986,0,0,20,31005.0,0,1,6
17987,5,8,14,31508.0,5,9,5
17988,4,3,11,31232.0,18,12,1
17989,0,0,6,31632.0,0,1,4
17990,1,0,19,31627.0,15,14,0
17991,1,0,19,31252.0,1,4,4
17992,1,0,16,31251.0,6,9,1
17993,0,0,21,31119.0,0,2,5
17994,1,2,0,31271.0,0,1,5
17995,0,1,10,31218.0,4,3,3
17996,0,1,7,31604.0,11,21,1
17997,0,1,7,31504.0,0,3,3
17998,0,0,13,31268.0,4,9,0
17999,6,4,17,31108.0,20,21,5
18000,1,1,0,31114.0,2,4,3
18001,1,1,9,31604.0,7,11,5
18002,0,0,16,31024.0,5,2,4
18003,0,1,18,31625.0,22,9,0
18004,0,1,17,31505.0,11,4,1
18005,0,0,6,31503.0,0,3,5
18006,2,1,1,31603.0,5,1,6
18007,2,0,19,31404.0,1,10,5
18008,0,0,20,31055.0,0,1,0
18009,3,3,10,31017.0,4,9,5
18010,0,1,8,31513.0,1,8,1
18011,2,3,17,31236.0,16,31,0
18012,3,3,21,31230.0,4,1,6
18013,1,1,17,31021.0,3,6,6
18014,0,0,6,31033.0,0,1,2
18015,1,2,19,31050.0,0,3,4
18016,3,3,21,31214.0,30,24,3
18017,2,4,20,31609.0,2,1,5
18018,7,5,14,31264.0,9,12,4
18019,0,0,7,31040.0,0,1,0
18020,3,1,17,31100.0,19,52,1
18021,0,0,11,31401.0,1,3,0
18022,1,0,7,31249.0,6,2,5
18023,0,1,12,31033.0,2,3,5
18024,71,67,13,31247.0,18,7,5
18025,1,0,14,31024.0,3,2,2
18026,0,0,6,31224.0,2,1,3
18027,2,1,10,31265.0,4,8,4
18028,0,0,8,31500.0,1,12,0
18029,1,1,8,31237.0,39,21,3
18030,0,0,11,31636.0,0,2,1
18031,0,0,19,31005.0,2,2,6
18032,2,0,19,31263.0,12,7,2
18033,0,0,21,31619.0,15,3,6
18034,0,0,13,31500.0,0,1,1
18035,0,1,19,31207.0,5,2,0
18036,5,4,16,31228.0,15,24,0
18037,2,3,12,31260.0,4,8,1
18038,1,0,21,31302.0,4,1,2
18039,0,0,10,31310.0,0,5,3
18040,3,2,7,31200.0,70,17,1
18041,0,0,8,31407.0,0,5,0
18042,0,2,14,31022.0,4,4,2
18043,6,10,10,31256.0,13,6,5
18044,1,2,21,31268.0,4,1,6
18045,2,2,21,31268.0,7,9,3
18046,0,0,19,31616.0,22,20,0
18047,0,0,4,31216.0,0,1,0
18048,9,12,16,31240.0,4,3,1
18049,0,0,23,31007.0,1,3,4
18050,6,4,18,31101.0,31,37,5
18051,0,0,23,31608.0,1,2,1
18052,0,0,19,31053.0,3,2,1
18053,0,1,17,31406.0,4,4,3
18054,0,0,14,31402.0,2,4,5
18055,5,9,9,31200.0,53,52,0
18056,0,0,17,31119.0,1,3,5
18057,0,0,21,31209.0,0,17,2
18058,0,0,11,31512.0,0,1,5
18059,1,0,17,31632.0,8,1,0
18060,0,0,22,31041.0,0,1,2
18061,1,0,14,31226.0,2,3,3
18062,1,0,16,31039.0,1,5,4
18063,0,0,16,31636.0,0,1,0
18064,1,9,8,31241.0,8,8,6
18065,1,4,11,31003.0,1,1,6
18066,4,0,18,31616.0,40,28,0
18067,1,0,12,31606.0,2,5,0
18068,2,1,18,31506.0,23,18,5
18069,5,2,12,31006.0,4,4,6
18070,1,1,15,31301.0,1,2,4
18071,1,2,10,31010.0,1,3,5
18072,3,1,10,31605.0,7,8,1
18073,1,1,20,31269.0,4,3,6
18074,2,12,8,31200.0,108,78,0
18075,0,0,6,31303.0,2,1,4
18076,0,0,6,31218.0,1,1,5
18077,0,0,12,31310.0,1,1,3
18078,0,0,8,31121.0,5,3,3
18079,0,2,10,31503.0,5,8,0
18080,0,0,0,31254.0,0,1,4
18081,3,1,14,31263.0,8,7,3
18082,1,2,21,31223.0,8,7,6
18083,1,1,17,31034.0,2,1,6
18084,2,0,7,31605.0,6,12,4
18085,1,0,16,31037.0,4,5,6
18086,0,1,21,31221.0,8,7,3
18087,0,0,9,31801.0,0,1,5
18088,0,0,22,31116.0,20,5,1
18089,0,1,5,31110.0,1,1,3
18090,0,0,12,31030.0,2,1,5
18091,0,0,13,31207.0,3,2,0
18092,18,9,13,31238.0,6,4,5
18093,0,0,5,31303.0,0,3,5
18094,1,2,6,31201.0,16,14,3
18095,2,5,10,31256.0,4,1,4
18096,0,0,11,31627.0,7,1,1
18097,11,7,19,31248.0,5,7,2
18098,11,7,20,31248.0,4,4,0
18099,6,14,16,31219.0,6,32,0
18100,0,0,0,31259.0,0,1,2
18101,1,0,19,31004.0,1,1,0
18102,3,2,21,31234.0,8,6,5
18103,6,5,19,31217.0,0,1,5
18104,5,6,12,31312.0,11,8,6
18105,0,0,10,31303.0,7,1,3
18106,0,0,7,31231.0,64,5,1
18107,0,0,14,31013.0,1,1,2
18108,15,12,10,31249.0,9,5,5
18109,4,1,23,31624.0,1,2,6
18110,0,2,9,31602.0,6,12,3
18111,1,1,13,31216.0,10,6,0
18112,0,0,9,31024.0,3,2,6
18113,6,2,19,31266.0,19,19,4
18114,1,3,16,31233.0,15,27,1
18115,4,2,11,31002.0,2,5,2
18116,0,0,23,31607.0,1,1,1
18117,5,11,10,31200.0,21,29,3
18118,0,0,16,31637.0,0,1,0
18119,0,0,13,31040.0,1,1,4
18120,0,0,3,31303.0,0,1,5
18121,0,0,11,31511.0,1,1,5
18122,0,0,17,31625.0,25,10,0
18123,0,0,15,31304.0,2,3,2
18124,16,6,14,31219.0,9,5,3
18125,0,0,1,31021.0,0,1,0
18126,0,0,16,31268.0,6,4,0
18127,0,0,21,31303.0,2,10,2
18128,3,4,12,31613.0,18,11,0
18129,1,0,18,31305.0,17,10,2
18130,0,0,19,32024.0,0,1,0
18131,0,1,19,31511.0,1,1,1
18132,0,0,5,31506.0,0,11,3
18133,0,0,1,31607.0,1,1,3
18134,1,0,20,31037.0,1,4,0
18135,0,2,21,31022.0,2,2,2
18136,0,1,10,31614.0,2,2,1
18137,0,0,6,31310.0,0,3,4
18138,1,0,12,31303.0,5,6,3
18139,0,2,8,31114.0,0,31,3
18140,2,2,0,31261.0,0,1,4
18141,0,0,7,31207.0,2,8,1
18142,3,1,14,31252.0,7,8,3
18143,1,0,17,31027.0,2,1,6
18144,9,4,16,31623.0,84,45,0
18145,2,4,21,31228.0,9,25,3
18146,1,2,20,31503.0,16,10,5
18147,1,0,2,31107.0,8,3,5
18148,0,1,18,31267.0,14,17,4
18149,0,0,22,31109.0,9,7,1
18150,0,0,5,31117.0,1,3,3
18151,0,1,12,31023.0,5,5,5
18152,1,4,20,31219.0,4,8,4
18153,0,1,1,31600.0,2,1,2
18154,0,2,10,31003.0,2,1,1
18155,0,1,10,31251.0,7,10,4
18156,7,4,11,31618.0,4,7,1
18157,0,0,22,31506.0,17,5,3
18158,0,2,19,31023.0,3,7,6
18159,6,3,19,31241.0,33,47,2
18160,4,2,9,31110.0,15,24,3
18161,1,0,16,31226.0,4,9,0
18162,0,0,2,31400.0,4,1,5
18163,0,3,13,31300.0,3,3,2
18164,0,1,21,31245.0,8,5,5
18165,1,2,19,31224.0,2,2,5
18166,0,0,2,31500.0,0,1,0
18167,0,0,17,31033.0,2,1,3
18168,0,2,7,31222.0,29,9,1
18169,1,0,20,31268.0,17,4,1
18170,0,1,12,31113.0,3,8,3
18171,0,2,11,31269.0,1,1,1
18172,6,6,10,31242.0,11,6,5
18173,12,6,15,31260.0,2,7,5
18174,0,1,9,31609.0,1,8,3
18175,4,0,13,31101.0,13,17,1
18176,7,4,18,31201.0,42,43,6
18177,0,0,9,31033.0,0,1,6
18178,1,1,11,31011.0,2,1,2
18179,0,0,6,31404.0,0,4,3
18180,3,2,20,31268.0,8,6,4
18181,3,3,9,31218.0,8,4,0
18182,2,1,14,31615.0,4,3,2
18183,0,0,22,31004.0,1,1,0
18184,0,1,11,31502.0,1,2,5
18185,1,2,10,31106.0,9,12,0
18186,3,6,17,31618.0,33,22,0
18187,0,0,22,31039.0,1,2,2
18188,1,1,14,31208.0,4,4,3
18189,0,1,6,31244.0,13,4,1
18190,0,0,1,31014.0,0,2,0
18191,1,0,17,31629.0,12,1,2
18192,0,1,9,31304.0,4,8,4
18193,0,0,13,31405.0,1,3,6
18194,0,2,23,31230.0,2,7,5
18195,28,9,9,31247.0,3,2,0
18196,0,1,21,31015.0,3,1,2
18197,5,7,10,31623.0,19,21,1
18198,0,0,8,31118.0,0,5,0
18199,0,1,8,31107.0,4,28,3
18200,0,0,0,31236.0,0,1,4
18201,1,0,14,31245.0,9,6,3
18202,0,0,16,31206.0,6,22,3
18203,2,1,17,31048.0,2,3,6
18204,1,0,16,31630.0,2,2,0
18205,0,2,11,31402.0,1,2,6
18206,1,3,20,31508.0,3,3,5
18207,0,0,16,31631.0,6,4,2
18208,0,0,17,31065.0,0,1,1
18209,1,0,8,31048.0,5,6,4
18210,0,0,1,31035.0,4,1,6
18211,0,0,5,31220.0,5,1,3
18212,0,1,12,31012.0,1,1,5
18213,11,4,13,31217.0,4,3,0
18214,0,0,10,31012.0,2,2,1
18215,1,4,10,31242.0,11,5,4
18216,0,3,14,31115.0,5,11,5
18217,0,0,8,31264.0,18,7,3
18218,1,2,13,31400.0,8,8,4
18219,2,2,12,31103.0,4,12,2
18220,0,0,9,31117.0,2,5,3
