,cas_rides_in,cas_rides_out,hour,station,sub_rides_in,sub_rides_out,weekday
14803,11,9,20,96,75,55,2
14804,3,8,20,18,10,10,5
14805,3,3,07,29,38,10,3
14806,19,45,18,128,59,236,4
14807,0,6,08,122,3,6,2
14808,17,15,12,139,35,34,0
14809,39,49,16,72,36,43,6
14810,2,2,12,135,14,27,0
14811,17,2,00,49,0,5,1
14812,13,9,09,52,74,110,2
14813,0,2,20,136,9,6,4
14814,0,0,15,124,2,1,2
14815,21,22,13,99,77,109,3
14816,6,10,19,112,26,96,3
14817,0,0,03,89,1,3,4
14818,24,15,18,88,151,88,4
14819,8,20,15,132,20,28,0
14820,0,0,21,145,1,3,1
14821,15,11,18,14,28,47,5
14822,38,55,19,53,224,126,0
14823,17,17,01,57,35,13,6
14824,9,13,12,107,5,7,5
14825,51,70,13,131,69,82,6
14826,67,76,15,22,65,83,6
14827,18,15,21,52,48,49,3
14828,4,11,14,102,33,39,2
14829,0,0,08,108,1,6,4
14830,1,8,08,71,3,84,0
14831,4,4,18,142,11,12,2
14832,10,14,20,137,33,30,5
14833,0,3,09,144,3,21,1
14834,6,8,09,57,43,70,3
14835,0,3,08,124,5,3,1
14836,2,2,15,51,24,26,4
14837,9,13,20,139,22,37,6
14838,4,0,13,123,0,2,5
14839,7,10,08,114,6,11,6
14840,11,4,16,78,64,18,1
14841,7,5,12,83,18,8,6
14842,21,28,20,45,61,45,4
14843,11,3,01,138,16,4,5
14844,43,12,11,70,47,34,0
14845,3,5,16,117,5,13,1
14846,0,0,19,105,6,6,2
14847,8,9,09,29,51,14,4
14848,8,11,15,11,29,108,3
14849,9,3,07,84,134,9,4
14850,24,35,18,114,294,59,1
14851,5,5,06,52,57,42,3
14852,1,10,08,77,2,84,3
14853,11,26,08,47,68,273,0
14854,24,11,15,88,59,33,0
14855,1,1,19,106,7,1,3
14856,31,29,16,96,64,60,5
14857,10,6,10,115,24,24,5
14858,0,1,18,119,2,3,2
14859,2,0,09,100,1,4,6
14860,1,0,03,66,1,1,1
14861,7,13,11,27,20,27,6
14862,5,6,21,73,24,21,4
14863,19,13,00,68,54,66,5
14864,1,11,23,128,10,44,3
14865,12,10,23,68,38,57,3
14866,13,13,19,24,18,25,1
14867,2,0,07,93,1,4,3
14868,28,12,10,80,265,54,3
14869,63,78,16,67,179,371,3
14870,2,10,01,103,5,1,0
14871,1,0,22,105,5,3,1
14872,23,23,19,59,26,20,5
14873,17,11,12,90,33,57,2
14874,1,2,17,118,5,2,5
14875,31,38,11,139,74,36,5
14876,10,21,09,18,26,27,1
14877,30,29,10,99,24,20,6
14878,1,1,05,133,1,3,2
14879,3,24,08,39,74,354,1
14880,37,15,12,114,39,33,1
14881,0,0,06,124,0,1,6
14882,8,8,17,93,14,2,2
14883,0,0,06,105,1,10,5
14884,15,17,11,6,74,48,3
14885,4,1,06,111,13,74,0
14886,6,12,10,102,42,34,4
14887,13,10,14,30,18,36,4
14888,4,6,21,141,7,9,5
14889,13,19,16,133,19,19,5
14890,62,37,10,20,24,43,5
14891,0,0,04,117,0,1,3
14892,64,57,14,76,75,92,5
14893,32,27,21,36,55,44,4
14894,0,0,05,50,38,11,1
14895,1,0,04,55,0,3,2
14896,3,0,04,87,1,3,5
14897,0,0,19,119,2,3,1
14898,0,0,13,100,6,7,1
14899,15,9,11,132,17,12,6
14900,18,29,10,88,22,72,6
14901,23,11,22,16,33,36,5
14902,3,2,01,31,2,2,3
14903,3,7,00,73,4,14,4
14904,25,36,18,43,35,42,6
14905,2,6,10,137,26,27,0
14906,4,10,03,5,5,7,5
14907,15,36,20,128,48,128,3
14908,17,27,22,58,27,32,4
14909,21,36,14,10,50,39,1
14910,2,3,07,111,6,3,5
14911,0,0,06,116,2,4,0
14912,10,12,09,99,143,93,0
14913,0,0,01,39,6,1,4
14914,1,0,14,120,0,1,1
14915,1,0,04,95,4,2,0
14916,16,31,15,130,28,67,0
14917,0,1,12,118,0,1,4
14918,2,4,00,87,10,4,3
14919,0,0,17,119,2,3,4
14920,2,0,05,68,4,2,6
14921,1,3,00,126,4,9,6
14922,45,23,17,16,80,93,6
14923,1,3,02,79,6,3,2
14924,12,3,01,55,8,11,1
14925,38,23,08,36,376,194,2
14926,6,1,12,62,16,10,0
14927,1,3,23,99,10,9,6
14928,0,0,20,119,3,2,4
14929,9,1,08,130,55,11,4
14930,0,0,07,107,0,4,2
14931,29,20,15,86,30,17,6
14932,38,39,17,94,30,16,6
14933,0,1,13,141,1,8,1
14934,0,2,05,135,0,9,0
14935,97,78,17,113,244,232,4
14936,11,4,01,127,9,5,6
14937,1,1,23,142,3,2,4
14938,6,30,07,111,49,456,3
14939,9,3,22,95,33,10,1
14940,1,0,00,15,4,1,6
14941,8,9,11,89,49,34,1
14942,0,1,22,102,26,14,0
14943,15,14,22,20,20,40,3
14944,13,21,12,6,76,81,2
14945,0,3,07,135,2,51,1
14946,16,12,11,10,74,63,2
14947,15,12,09,90,119,71,2
14948,2,1,01,127,8,1,5
14949,7,1,05,58,4,10,4
14950,5,6,10,111,16,40,4
14951,5,0,23,115,5,2,2
14952,27,38,21,67,93,112,5
14953,4,1,00,64,1,2,0
14954,5,5,00,50,6,7,3
14955,23,21,16,5,46,71,4
14956,3,0,21,143,3,3,3
14957,43,42,17,68,289,246,0
14958,1,0,21,7,2,15,1
14959,11,3,01,87,14,11,6
14960,29,47,23,47,33,29,4
14961,6,10,08,55,35,29,5
14962,69,67,13,21,68,65,6
14963,7,8,15,87,32,32,1
14964,19,12,16,79,63,31,2
14965,8,2,10,112,59,63,2
14966,5,16,08,39,92,288,4
14967,5,2,02,12,2,1,4
14968,0,3,19,141,12,10,4
14969,7,8,20,27,10,16,5
14970,1,10,07,4,33,155,3
14971,8,7,16,96,65,59,0
14972,32,38,15,88,82,60,5
14973,6,10,20,79,59,28,1
14974,2,1,03,41,0,3,6
14975,2,0,22,11,8,11,0
14976,35,50,16,65,10,13,6
14977,2,4,00,10,1,9,1
14978,0,0,10,144,3,12,1
14979,13,22,01,20,9,12,5
14980,1,1,15,119,4,1,2
14981,14,27,14,19,26,29,6
14982,3,3,13,104,4,7,3
14983,7,35,18,80,97,268,1
14984,19,11,16,8,38,12,0
14985,4,9,09,69,22,69,4
14986,0,0,21,136,8,4,6
14987,39,35,18,81,74,96,4
14988,3,15,09,87,19,87,0
14989,46,55,13,103,96,85,0
14990,30,22,19,44,38,49,0
14991,6,39,01,50,9,23,6
14992,27,19,12,18,16,25,5
14993,12,2,07,80,223,9,1
14994,47,40,15,9,57,61,6
14995,1,0,00,86,1,2,2
14996,60,50,14,54,36,65,0
14997,19,7,11,90,20,34,1
14998,7,2,14,127,9,14,2
14999,1,0,03,30,2,1,3
15000,46,61,14,98,31,31,3
15001,3,2,05,113,24,36,0
15002,2,3,06,25,7,79,4
15003,14,9,20,4,78,51,2
15004,14,10,09,48,230,67,3
15005,29,27,16,69,93,34,0
15006,0,1,23,145,0,3,3
15007,21,22,12,111,34,36,0
15008,76,91,17,98,46,31,6
15009,27,17,18,10,58,103,0
15010,5,2,22,135,13,9,5
15011,1,7,21,25,61,21,2
15012,2,3,08,9,16,5,6
15013,52,70,12,76,86,86,6
15014,28,33,20,36,61,84,4
15015,0,0,04,117,0,1,2
15016,14,7,16,12,137,74,1
15017,12,21,19,112,22,106,2
15018,7,5,09,18,18,30,4
15019,13,4,16,137,78,26,2
15020,0,1,15,124,1,1,3
15021,37,20,11,73,52,36,1
15022,3,1,07,93,4,4,4
15023,52,45,13,128,110,96,0
15024,14,7,08,54,110,97,0
15025,0,2,19,145,5,1,0
15026,5,20,08,17,69,103,4
15027,18,6,15,87,41,33,0
15028,47,46,16,47,103,66,0
15029,14,21,23,9,11,13,5
15030,0,1,23,86,8,5,0
15031,0,0,23,100,1,3,1
15032,1,2,01,44,0,2,2
15033,7,27,17,112,114,469,0
15034,26,9,09,70,174,37,1
15035,10,26,12,79,27,57,6
15036,18,12,23,139,20,31,3
15037,0,1,03,58,1,1,1
15038,6,4,18,106,11,4,2
15039,87,91,14,80,117,64,6
15040,17,25,10,103,65,52,3
15041,63,111,16,74,103,118,3
15042,0,8,09,93,8,15,3
15043,1,6,05,53,4,24,3
15044,17,17,19,48,9,11,5
15045,0,2,18,101,4,10,0
15046,17,7,17,127,14,6,5
15047,27,20,20,73,26,30,4
15048,16,33,20,22,79,146,3
15049,4,1,22,136,9,1,4
15050,32,5,08,48,632,71,1
15051,3,5,13,12,28,39,2
15052,67,42,10,42,55,38,0
15053,4,2,20,77,14,5,2
15054,2,1,17,100,39,11,2
15055,45,34,10,43,34,38,5
15056,4,1,11,15,3,8,3
15057,3,0,06,102,77,15,0
15058,25,18,08,33,202,168,3
15059,2,10,01,7,0,3,6
15060,0,1,16,105,5,2,4
15061,22,36,14,7,19,26,4
15062,20,28,11,84,36,25,0
15063,20,23,10,31,18,14,5
15064,8,4,14,119,5,5,5
15065,12,45,21,45,39,51,4
15066,15,21,23,44,17,11,3
15067,0,0,04,64,0,1,5
15068,11,28,02,81,4,21,5
15069,1,0,19,124,2,2,1
15070,0,2,00,140,9,3,4
15071,1,2,12,71,7,11,3
15072,49,48,13,31,24,11,6
15073,0,3,07,104,4,19,0
15074,43,44,13,103,69,89,4
15075,22,15,22,25,30,27,5
15076,15,11,15,81,51,54,1
15077,5,17,15,115,21,29,4
15078,12,3,10,130,52,28,0
15079,3,4,20,29,7,21,1
15080,0,2,00,145,2,2,6
15081,13,7,20,137,44,35,3
15082,12,20,09,57,38,94,5
15083,7,9,14,29,18,20,1
15084,13,10,07,22,50,11,5
15085,0,0,10,101,3,5,1
15086,6,17,01,44,3,2,4
15087,4,6,08,140,2,15,3
15088,2,6,02,99,1,2,0
15089,0,0,04,86,0,1,0
15090,43,85,14,98,35,37,4
15091,12,16,19,48,35,133,1
15092,14,9,13,133,20,25,0
15093,3,3,13,122,4,6,6
15094,44,54,14,16,89,86,5
15095,0,0,21,136,12,3,4
15096,38,14,21,113,52,48,0
15097,6,11,17,15,14,6,6
15098,0,4,02,70,0,1,2
15099,15,13,02,52,12,12,5
15100,16,4,08,59,243,86,0
15101,0,2,08,51,13,53,2
15102,1,2,10,119,1,1,4
15103,32,45,16,128,132,221,3
15104,25,3,18,126,60,31,1
15105,2,6,06,69,3,50,1
15106,11,13,11,7,8,9,5
15107,6,11,22,10,19,24,2
15108,2,1,09,102,69,58,0
15109,1,0,03,19,1,2,0
15110,16,17,14,69,33,33,0
15111,6,4,07,33,8,11,6
15112,196,100,11,74,106,67,5
15113,18,34,00,54,11,34,6
15114,1,0,22,136,2,1,6
15115,0,0,22,121,1,1,0
15116,0,0,05,3,1,4,2
15117,11,8,11,29,25,22,2
15118,9,7,10,14,101,31,1
15119,11,1,01,102,11,2,5
15120,23,34,17,90,119,170,3
15121,10,0,23,65,3,6,3
15122,4,0,21,135,21,9,0
15123,11,8,23,76,38,21,2
15124,61,75,21,74,73,91,5
15125,3,4,00,91,10,8,0
15126,5,4,00,59,7,6,3
15127,47,37,16,114,803,66,4
15128,5,4,08,140,2,20,1
15129,12,12,14,141,10,15,5
15130,3,4,21,30,27,27,1
15131,4,16,01,64,5,9,6
15132,3,1,18,34,24,10,1
15133,20,18,23,20,26,18,4
15134,14,10,08,40,42,55,5
15135,28,9,08,72,453,67,2
15136,43,36,15,44,21,35,1
15137,22,14,16,88,105,49,2
15138,17,11,10,73,55,28,2
15139,6,5,11,71,4,16,4
15140,33,60,18,20,143,90,3
15141,32,30,14,10,60,69,0
15142,3,7,02,59,0,1,4
15143,1,7,19,132,27,29,4
15144,11,8,20,114,50,24,2
15145,27,14,10,72,69,37,0
15146,22,26,11,68,52,79,4
15147,8,6,00,72,9,16,5
15148,63,44,15,65,11,9,5
15149,15,14,20,68,147,122,1
15150,0,1,06,122,0,1,2
15151,188,220,16,58,87,95,6
15152,13,19,15,66,29,22,5
15153,9,2,00,3,3,5,1
15154,16,15,09,6,80,129,2
15155,5,18,15,14,27,137,2
15156,1,0,05,99,5,5,5
15157,17,12,13,81,68,87,3
15158,26,28,18,91,149,225,1
15159,0,0,19,120,2,1,4
15160,0,4,03,75,5,5,4
15161,91,55,18,74,138,152,4
15162,0,0,09,124,1,2,3
15163,2,0,09,116,4,11,4
15164,1,6,23,144,3,3,1
15165,10,5,13,126,16,15,0
15166,10,23,01,43,7,14,6
15167,29,43,12,25,42,77,5
15168,5,7,22,94,15,12,5
15169,15,7,10,44,22,18,2
15170,23,11,21,42,30,38,3
15171,2,6,07,91,2,7,6
15172,0,0,04,46,1,1,2
15173,0,11,14,116,5,6,2
15174,2,2,11,140,2,2,0
15175,6,5,20,30,23,22,6
15176,0,0,14,105,1,8,3
15177,2,1,05,70,1,1,0
15178,3,2,06,16,36,64,4
15179,11,11,20,31,28,22,2
15180,30,17,11,48,93,88,1
15181,12,22,09,114,19,24,5
15182,11,13,09,43,165,125,3
15183,0,0,05,79,1,5,2
15184,7,7,03,74,1,6,5
15185,0,0,12,100,6,13,0
15186,14,7,20,43,49,46,1
15187,14,10,18,19,74,62,0
15188,2,0,00,110,1,1,1
15189,30,45,12,69,49,42,6
15190,4,4,07,30,75,26,2
15191,5,8,16,27,71,17,1
15192,0,0,05,8,0,2,5
15193,7,1,09,11,108,28,4
15194,0,2,03,46,1,1,4
15195,1,0,04,4,1,1,4
15196,3,4,00,129,6,4,0
15197,18,13,21,91,58,54,4
15198,18,0,07,70,31,7,4
15199,13,22,23,79,41,11,5
15200,5,6,19,136,10,15,0
15201,4,7,19,136,10,21,2
15202,2,3,15,110,3,3,0
15203,3,25,23,47,17,15,0
15204,0,0,10,109,1,2,5
15205,2,0,03,17,2,2,6
15206,1,6,09,86,12,10,6
15207,0,0,03,84,1,1,1
15208,0,3,11,122,0,4,1
15209,21,34,00,54,15,38,5
15210,42,45,17,75,234,268,1
15211,5,12,18,115,54,53,2
15212,6,2,10,57,18,60,0
15213,10,2,11,62,13,13,3
15214,0,0,16,125,1,1,3
15215,11,8,09,84,131,50,3
15216,8,6,03,139,3,2,6
15217,3,0,11,104,5,13,1
15218,1,0,09,118,0,2,0
15219,56,27,19,41,44,39,5
15220,13,7,18,110,24,34,0
15221,0,0,01,62,0,2,1
15222,11,6,17,104,8,10,5
15223,50,42,14,49,48,28,6
15224,93,90,13,103,76,68,6
15225,0,0,02,30,2,1,1
15226,29,33,10,81,37,24,6
15227,3,0,03,21,4,1,5
15228,5,1,03,12,4,3,5
15229,7,7,13,27,27,24,2
15230,3,7,14,115,10,27,1
15231,34,33,21,75,55,58,6
15232,3,0,17,107,13,1,2
15233,9,4,07,33,68,62,4
15234,0,0,21,34,1,2,2
15235,29,14,10,80,219,48,4
15236,0,1,02,57,2,2,3
15237,5,13,15,11,32,78,0
15238,17,17,11,91,58,51,0
15239,23,38,10,6,41,67,5
15240,15,35,09,49,21,13,6
15241,11,28,14,126,20,28,5
15242,13,22,21,22,43,51,4
15243,1,0,05,64,12,7,1
15244,36,42,17,46,252,168,1
15245,4,15,02,70,1,5,5
15246,11,13,19,69,87,37,1
15247,0,2,13,118,1,2,1
15248,45,44,16,22,534,321,3
15249,0,0,04,57,2,5,4
15250,5,11,12,78,19,20,3
15251,1,0,05,81,13,3,3
15252,6,15,10,95,16,31,6
15253,13,9,09,16,105,210,0
15254,0,0,03,129,1,1,0
15255,11,6,01,49,0,4,3
15256,11,14,00,74,6,32,4
15257,18,22,11,81,95,35,2
15258,0,1,04,40,1,2,6
15259,19,13,20,4,57,31,0
15260,4,6,20,114,62,18,3
15261,17,17,22,44,19,11,4
15262,12,9,09,48,37,11,5
15263,38,27,14,20,61,33,1
15264,0,1,00,11,0,3,1
15265,12,14,19,31,24,39,4
15266,7,7,13,138,6,20,0
15267,7,1,01,21,4,4,4
15268,2,8,08,133,38,64,3
15269,3,7,13,132,42,34,3
15270,0,1,17,142,8,12,3
15271,0,1,04,45,4,4,3
15272,1,1,12,100,8,9,4
15273,2,2,00,69,3,3,3
15274,2,7,08,144,0,5,5
15275,4,0,17,120,5,1,4
15276,16,26,14,27,24,22,5
15277,0,2,00,138,9,4,2
15278,18,25,21,74,42,111,0
15279,68,49,17,6,71,81,6
15280,0,1,02,89,1,1,2
15281,23,24,23,33,21,32,6
15282,18,18,12,46,72,67,2
15283,16,28,08,58,72,277,2
15284,0,0,06,138,1,6,6
15285,8,15,16,139,63,53,3
15286,4,7,22,24,1,4,6
15287,3,8,10,127,8,14,6
15288,12,14,22,17,22,47,2
15289,39,38,19,22,100,137,4
15290,13,2,18,77,43,8,1
15291,18,46,17,99,100,232,4
15292,19,20,11,114,28,48,3
15293,9,11,22,41,26,22,1
15294,0,1,15,122,1,2,1
15295,2,0,22,112,3,5,0
15296,2,1,19,143,15,4,1
15297,25,15,11,20,34,41,2
15298,5,9,10,25,41,73,1
15299,57,66,17,67,213,483,3
15300,0,3,05,40,13,19,4
15301,0,1,10,106,1,4,4
15302,23,17,20,10,19,40,6
15303,3,0,21,117,0,1,5
15304,4,7,00,32,8,20,3
15305,24,20,17,4,266,69,0
15306,7,2,16,51,17,35,4
15307,20,42,17,65,14,102,0
15308,17,5,21,17,43,31,1
15309,10,6,18,142,7,9,5
15310,11,15,21,45,32,36,0
15311,0,0,23,29,4,2,4
15312,6,17,08,33,24,51,5
15313,4,27,08,87,12,212,2
15314,36,48,14,3,28,31,6
15315,21,25,16,81,71,99,2
15316,5,3,10,94,25,10,2
15317,0,0,18,145,11,2,2
15318,3,1,18,121,4,1,2
15319,12,5,08,81,67,116,4
15320,0,0,09,107,3,1,1
15321,3,1,22,29,4,3,3
15322,20,13,20,9,23,27,5
15323,6,9,07,58,63,193,3
15324,6,2,11,115,15,17,4
15325,1,1,14,143,3,1,2
15326,0,2,06,33,4,13,6
15327,0,1,20,93,7,4,1
15328,13,12,18,129,40,35,0
15329,5,1,02,129,6,3,6
15330,0,0,16,51,24,21,6
15331,69,95,18,98,34,40,6
15332,2,3,23,6,14,13,1
15333,2,0,07,136,12,18,2
15334,8,6,01,10,7,4,5
15335,11,6,15,25,42,42,2
15336,1,0,05,135,0,3,4
15337,20,14,13,94,31,15,3
15338,33,32,18,98,182,56,1
15339,17,11,09,64,193,29,4
15340,13,9,23,32,32,26,2
15341,46,67,18,67,183,268,4
15342,14,20,09,90,109,78,0
15343,0,0,10,107,2,1,3
15344,24,23,13,9,68,51,0
15345,0,1,03,73,2,6,6
15346,9,4,18,51,19,15,5
15347,10,8,19,26,113,93,0
15348,19,50,01,36,18,33,6
15349,3,0,23,120,3,2,4
15350,1,1,08,132,17,5,5
15351,6,10,07,98,44,125,1
15352,15,31,15,59,35,43,6
15353,0,0,00,107,2,2,2
15354,8,13,17,12,100,66,4
15355,26,22,21,81,32,57,3
15356,1,1,01,14,2,8,2
15357,2,5,14,77,2,4,2
15358,9,17,20,17,34,37,6
15359,17,13,14,16,85,67,3
15360,0,0,06,39,15,54,4
15361,18,31,20,22,70,133,2
15362,0,4,10,122,0,2,6
15363,1,0,00,143,4,1,4
15364,2,0,09,34,12,2,3
15365,17,14,15,88,45,25,4
15366,18,11,20,32,42,60,1
15367,12,3,23,41,20,14,3
15368,23,81,02,42,6,26,6
15369,47,74,13,94,39,38,5
15370,1,0,01,128,8,6,4
15371,4,8,06,114,17,368,2
15372,14,21,12,62,10,12,6
15373,15,10,20,50,25,47,4
15374,0,0,02,136,0,2,1
15375,10,3,16,18,31,56,1
15376,40,31,17,69,58,32,6
15377,0,0,13,117,2,3,2
15378,0,5,15,110,1,6,3
15379,0,0,05,49,6,4,4
15380,0,13,07,79,6,66,4
15381,1,4,06,47,28,81,3
15382,21,7,08,72,373,55,0
15383,10,4,19,127,33,7,0
15384,2,13,08,18,32,43,4
15385,5,4,07,16,22,20,6
15386,23,11,23,6,17,26,5
15387,28,52,16,5,31,66,5
15388,1,0,23,138,21,3,1
15389,6,7,09,95,4,20,6
15390,47,49,11,4,74,45,6
15391,17,13,09,52,97,114,1
15392,15,27,14,40,61,45,2
15393,2,0,06,20,21,61,1
15394,9,12,17,92,9,9,1
15395,6,8,14,141,1,5,3
15396,4,1,20,62,7,14,4
15397,5,6,00,47,12,13,4
15398,0,0,16,100,5,5,3
15399,3,4,01,66,2,2,0
15400,6,8,11,133,11,41,4
15401,1,1,05,39,6,15,3
15402,13,7,19,30,36,23,5
15403,1,0,18,119,5,8,0
15404,47,45,13,49,30,26,5
15405,5,4,14,140,5,1,1
15406,76,40,17,81,52,43,5
15407,6,11,20,87,40,24,4
15408,14,30,10,78,21,27,6
15409,0,0,01,135,3,1,2
15410,2,6,03,55,8,6,5
15411,16,12,09,103,59,97,4
15412,4,3,14,138,10,7,1
15413,8,9,21,64,8,11,6
15414,65,28,17,114,1077,128,2
15415,3,1,03,88,5,1,5
15416,37,23,10,84,33,11,5
15417,8,8,07,42,200,52,4
15418,7,8,21,59,22,19,2
15419,19,16,10,50,49,38,1
15420,13,11,10,89,25,16,4
15421,0,0,13,121,3,1,2
15422,6,4,23,139,9,23,0
15423,22,16,10,9,37,31,5
15424,48,39,09,58,60,62,6
15425,0,0,03,136,0,1,1
15426,0,0,14,105,3,34,5
15427,19,10,21,31,8,9,4
15428,0,0,05,95,0,4,1
15429,20,13,17,39,263,93,1
15430,14,6,02,79,29,9,5
15431,5,5,13,79,30,21,1
15432,0,0,18,145,1,2,6
15433,15,5,16,25,92,24,3
15434,2,1,12,121,0,2,3
15435,0,0,09,116,3,8,1
15436,0,1,07,122,3,2,0
15437,0,1,05,88,1,11,3
15438,11,22,13,17,40,55,4
15439,3,13,09,25,27,96,0
15440,2,1,06,75,20,19,2
15441,8,18,15,141,9,11,5
15442,5,8,20,19,46,27,0
15443,63,68,10,53,46,127,6
15444,5,6,22,87,28,11,4
15445,32,20,09,47,31,79,5
15446,31,33,14,47,52,42,1
15447,2,2,07,8,2,6,5
15448,1,0,10,119,2,1,1
15449,1,0,01,26,2,2,4
15450,2,0,06,139,20,15,3
15451,4,5,13,141,5,5,3
15452,2,4,02,113,2,1,0
15453,1,1,04,96,4,1,0
15454,28,31,14,84,41,61,4
15455,12,5,19,132,19,30,6
15456,7,9,11,7,10,22,0
15457,6,14,16,133,38,35,4
15458,3,2,00,129,4,3,2
15459,0,0,03,55,1,2,2
15460,6,30,08,94,8,144,4
15461,9,4,17,138,74,31,1
15462,1,0,02,80,3,6,2
15463,91,134,15,129,47,44,6
15464,7,4,12,39,54,67,2
15465,44,42,13,42,62,80,1
15466,0,0,06,66,1,3,5
15467,7,2,00,95,10,3,1
15468,21,12,17,57,169,91,0
15469,7,6,12,18,23,24,3
15470,78,66,12,22,60,46,6
15471,2,1,05,33,7,9,6
15472,1,5,22,24,2,10,2
15473,2,4,22,102,14,12,5
15474,7,3,14,87,23,34,0
15475,0,2,04,76,0,2,6
15476,0,2,22,34,1,6,1
15477,6,6,21,131,32,26,0
15478,19,38,00,36,22,34,6
15479,1,2,10,144,6,6,6
15480,2,4,11,125,3,2,5
15481,0,0,05,21,8,3,2
15482,22,37,18,80,65,105,6
15483,9,10,10,16,53,88,1
15484,12,14,01,113,16,5,4
15485,24,39,17,72,104,357,3
15486,2,1,07,51,34,22,3
15487,1,3,23,80,8,28,0
15488,0,0,04,5,2,1,0
15489,7,1,23,94,4,4,2
15490,8,7,00,41,11,12,3
15491,18,15,17,31,45,210,0
15492,0,4,08,143,0,51,1
15493,3,13,21,40,55,27,1
15494,28,27,18,129,17,23,5
15495,0,0,05,129,0,8,1
15496,19,11,18,39,233,98,1
15497,10,14,23,10,5,17,4
15498,4,1,09,83,5,3,6
15499,5,5,08,26,28,49,5
15500,2,32,08,94,12,190,2
15501,65,53,15,58,64,46,1
15502,0,0,06,57,1,14,5
15503,63,73,16,42,77,161,2
15504,2,6,10,87,17,39,2
15505,0,5,09,142,9,16,3
15506,33,8,08,72,339,49,4
15507,0,1,05,95,0,2,4
15508,41,19,20,103,34,42,6
15509,6,5,17,135,71,20,4
15510,12,12,19,89,16,25,6
15511,14,20,10,90,41,42,0
15512,8,7,16,71,42,9,0
15513,0,0,19,124,3,2,4
15514,26,39,00,75,65,63,5
15515,1,7,00,89,10,12,6
15516,113,86,15,55,82,68,5
15517,18,12,18,138,72,21,0
15518,16,24,22,44,11,12,0
15519,164,168,16,36,109,97,6
15520,0,0,06,46,1,7,6
15521,11,14,20,94,19,19,4
15522,5,5,00,21,6,5,1
15523,9,13,09,16,107,202,2
15524,3,3,07,129,3,43,2
15525,29,29,01,49,17,28,5
15526,26,6,15,16,148,85,2
15527,4,1,16,140,7,4,1
15528,5,3,05,113,6,3,5
15529,3,5,13,71,9,13,3
15530,11,21,19,84,27,64,3
15531,7,3,23,57,30,16,2
15532,39,36,18,52,131,134,4
15533,0,1,00,132,7,14,3
15534,14,13,14,129,16,19,3
15535,9,2,21,77,14,5,1
15536,130,142,18,42,40,54,5
15537,9,10,19,17,65,53,0
15538,3,1,01,29,3,6,6
15539,3,18,12,15,16,10,5
15540,199,139,14,42,69,65,6
15541,0,0,07,117,19,7,1
15542,52,39,15,50,54,42,6
15543,4,4,20,30,34,36,4
15544,23,15,10,58,35,55,2
15545,21,26,21,88,97,48,3
15546,10,12,14,90,33,22,2
15547,0,13,08,106,1,18,4
15548,3,2,14,105,3,34,6
15549,4,4,10,14,29,30,6
15550,11,8,14,31,21,22,3
15551,2,2,23,126,4,3,5
15552,0,1,05,84,2,2,0
15553,3,1,06,62,29,2,4
15554,31,31,20,33,142,141,2
15555,0,1,05,8,0,4,4
15556,74,72,16,42,77,172,0
15557,0,0,04,68,4,4,2
15558,1,3,08,142,12,30,1
15559,30,21,15,111,83,26,4
15560,8,16,20,57,79,61,1
15561,11,7,20,129,13,19,6
15562,9,13,13,71,21,24,5
15563,3,9,08,46,20,29,6
15564,76,68,12,55,80,59,6
15565,16,16,23,90,16,11,5
15566,17,13,16,41,94,25,1
15567,12,3,05,22,15,2,5
15568,41,20,19,21,119,105,2
15569,3,5,19,63,35,28,3
15570,4,9,15,87,36,33,3
15571,24,21,17,48,11,23,6
15572,2,3,06,16,53,95,3
15573,7,0,08,83,23,14,0
15574,11,11,12,140,10,11,6
15575,7,5,18,77,22,10,4
15576,9,6,14,135,24,12,4
15577,0,1,12,121,0,1,0
15578,39,31,15,87,39,49,6
15579,22,19,09,72,22,11,6
15580,0,0,09,122,0,2,0
15581,9,21,11,63,8,36,6
15582,0,0,06,71,1,4,6
15583,7,14,00,32,20,23,5
15584,43,17,14,33,85,94,2
15585,33,35,19,98,80,37,3
15586,8,26,18,65,21,37,2
15587,9,5,06,67,68,6,4
15588,5,10,10,12,49,31,3
15589,26,25,16,111,346,41,3
15590,3,2,01,91,4,8,0
15591,26,19,09,70,143,23,3
15592,12,20,11,111,15,34,1
15593,22,28,18,64,58,263,0
15594,3,4,21,129,9,8,6
15595,232,186,13,58,104,92,5
15596,0,1,01,59,1,3,1
15597,64,52,17,90,37,32,5
15598,10,11,07,75,139,68,2
15599,0,4,00,7,3,7,5
15600,16,15,20,9,53,70,3
15601,9,5,08,11,209,14,1
15602,5,17,13,41,31,28,2
15603,10,9,12,30,28,25,1
15604,11,14,21,57,27,18,6
15605,2,1,17,121,4,2,2
15606,1,5,07,19,19,41,4
15607,4,1,21,48,7,15,2
15608,1,2,06,3,9,19,0
15609,3,2,08,12,72,78,3
15610,10,8,15,25,58,49,0
15611,0,3,03,20,2,1,6
15612,11,28,10,48,46,41,5
15613,3,1,04,127,2,1,3
15614,27,48,11,88,30,72,6
15615,11,12,21,8,20,21,4
15616,1,3,04,47,0,4,1
15617,0,1,14,140,8,8,2
15618,0,0,05,86,0,4,1
15619,0,3,17,143,0,7,6
15620,0,0,04,59,4,4,5
15621,63,66,18,36,231,319,2
15622,27,22,19,91,92,131,1
15623,9,14,13,88,29,34,1
